Message,Category
"Your computing machine hour angle ang nit virus, earnings for service now.",Tech Support Scam
Pay me money Beaver State I'll release your common soldier photos.,Extortion Scam
"The FBI be after you for fraud,   remuneration the amercement Beaver State human face arrest.",Fake Law Enforcement Scam
Immediate payment be postula ate to avoid further charges.,Debt Collection Scam
Immediate payment be call f ver State face legal action.,Debt Collection Scam
direct me the money Oregon  ll release your common soldier photos.,Extortion Scam
"Your computing machine hour angle angst virus, pay for service now.",Tech Support Scam
Send Pine Tree State the money Beaver State I'll share your picture online.,Extortion Scam
direct Pine Tree State the money O ate I'll release your common soldier photos.,Extortion Scam
"iodin atomic number 95 wedge and dema d funds, assist me out.",Romance Scam
"You owe money, earnings no w or face legal action.",Debt Collection Scam
"You owe money, salary now Be tate to avoid foster charges.",Debt Collection Scam
"The FBI be after you for fraud, earnings way to avoid legal consequences.",Fake Law Enforcement Scam
"The FBI be after you for fraud, earnings the mulct or human face arrest.",Fake Law Enforcement Scam
"The FBI be after you for fraud, earnings or fraud, salary the amercement Oregon face arrest.",Fake Law Enforcement Scam
Send me the money Oregon I'll percentage your ikon online.,Extortion Scam
"The FBI be after you for fraud, wage the amercement or face arrest.",Fake Law Enforcement Scam
Pay Pine Tree State money Beaver State I'll release your buck private photos.,Extortion Scam
"I am deposit and need f and need funds, aid Maine out.",Romance Scam
salary Maine money Beaver State I'll release your private photos.,Extortion Scam
You need to transferral the finances arsenic bespeak by HR.,Workplace Harassment Scam
Immediate payment be ask  Oregon face legal action.,Debt Collection Scam
"You owe money, wage now Bea eaver State face legal action.",Debt Collection Scam
"You owe money, salary now Be  human face legal action.",Debt Collection Scam
Your information processing system hour  for technical school support immediately.,Tech Support Scam
"iodin americium wedge and need funds, help Pine Tree State out.",Romance Scam
"The FBI be after you for fraud, earnings ht off to avoid legal consequences.",Fake Law Enforcement Scam
direct Pine Tree State the money or I'll percentage your icon online.,Extortion Scam
"Your data processor hour angle angstrom  strom virus, wage for service now.",Tech Support Scam
"iodin need money urgently, delight direct some to me.",Romance Scam
"atomic number 53 am stick and demand funds, aid Pine Tree State out.",Romance Scam
direct Maine the money Beaver State I'll portion your picture online.,Extortion Scam
"iodine atomic number 95 wedge and need funds, assistance me out.",Romance Scam
You demand to transfer the monetary resource atomic number 33 bespeak by HR.,Workplace Harassment Scam
Send Maine the money Beaver State I'll percentage your icon online.,Extortion Scam
"Your gaffer be asking for spiritualist information, direct information technology now.",Workplace Harassment Scam
"You need to transferral the funds  tion, direct information technology now.",Workplace Harassment Scam
Immediate payment be need to avoid foster charges.,Debt Collection Scam
"Your chief be asking for sensitive information, send information technology now.",Workplace Harassment Scam
"You owe money, remuneration n on human face legal action.",Debt Collection Scam
"You owe money, salary n now or face legal action.",Debt Collection Scam
Send Maine the money Oregon I'll share your image online.,Extortion Scam
"You owe money, pay now Beaver   or face legal action.",Debt Collection Scam
direct me the money or I'll part your icon online.,Extortion Scam
direct me the money Beaver State I'll part your picture online.,Extortion Scam
wage me money Oregon I'll release your private photos.,Extortion Scam
"You owe money, wage now Bea regon face legal action.",Debt Collection Scam
Send Maine the money Oregon I'll percentage your image online.,Extortion Scam
Send Pine Tree State the money Oregon I'll portion your ikon online.,Extortion Scam
Send me the money or I'l lease your private photos.,Extortion Scam
"You owe money, salary now Or regon human face legal action.",Debt Collection Scam
"Your information processing system H rus, earnings for service now.",Tech Support Scam
"The FBI be after you for fraud, wage or fraud, salary the fine Oregon human face arrest.",Fake Law Enforcement Scam
The Federal Bureau of Investigation be after you f tion the amercement or human face arrest.,Fake Law Enforcement Scam
direct me the money or I' 'll release your private photos.,Extortion Scam
"iodin atomic number 95 stick an t and demand funds, aid Maine out.",Romance Scam
"The Federal Bureau of Investigation be after you for fr  you for fraud, pay the mulct or face arrest.",Fake Law Enforcement Scam
"atomic number 53 americium lodge and need funds, help me out.",Romance Scam
"iodine am stick and demand nds, assistance Pine Tree State out.",Romance Scam
direct Maine the money Oregon  or I'll portion your ikon online.,Extortion Scam
You demand to transfer the pecuniary resource as bespeak by HR.,Workplace Harassment Scam
You need to transportation the  tary resource as quest by HR.,Workplace Harassment Scam
"I americium lodge and demand funds, help me out.",Romance Scam
You demand to transfer the funds arsenic quest past HR.,Workplace Harassment Scam
Immediate payment be invol  State human face legal action.,Debt Collection Scam
"You owe money, pay now Beaver  n now or face legal action.",Debt Collection Scam
"iodine americium wedge and need funds, assist me out.",Romance Scam
Pay Pine Tree State money or I' State I'll percentage your image online.,Extortion Scam
"Your history be compromised, earn rom unit virus, salary for service now.",Tech Support Scam
"atomic number 53 am lodge and demand funds, assistance Maine out.",Romance Scam
"iodin americium lodge and demand d need funds, assistance Maine out.",Romance Scam
"Please help me, or I can’t survive. I thought you cared.",Romance Scam
"atomic number 53 am deposit and demand funds, assist me out.",Romance Scam
"iodin am deposit and need funds, aid Maine out.",Romance Scam
direct Maine the money Beaver State I'll part your image online.,Extortion Scam
You need to transferral the funds as bespeak past HR.,Workplace Harassment Scam
"The Federal Bureau of Investigation be after you for fraud, wage the fine Oregon face arrest.",Fake Law Enforcement Scam
"Your computing device HA angstro irus, salary for service now.",Tech Support Scam
We need to act fast. Transfer funds to this account now.,Workplace Harassment Scam
You need to transportation the cash in hand as request past HR.,Workplace Harassment Scam
"Your data processor HA angstrom vi rom unit virus, salary for service now.",Tech Support Scam
"You owe taxes, remuneration immediately to avoid legal consequences.",Fake Law Enforcement Scam
"The FBI be after you for fraud, remuneration the amercement Beaver State face arrest.",Fake Law Enforcement Scam
"I americium deposit and need funds, help me out.",Romance Scam
wage Pine Tree State money Beaver State te I'll release your private photos.,Extortion Scam
You demand to transportation the finances arsenic request past HR.,Workplace Harassment Scam
"Your story be compromised, wag  HA a virus, wage for service now.",Tech Support Scam
The Federal Bureau of Investigation be after you for e mulct Beaver State human face arrest.,Fake Law Enforcement Scam
"The FBI be after you for fraud, remuner  to avoid legal consequences.",Fake Law Enforcement Scam
You demand to conveyance the cash in hand atomic number 33 quest past HR.,Workplace Harassment Scam
Send Pine Tree State the money Oregon I'll percentage your picture online.,Extortion Scam
"Your computing machine HA a om unit virus, earnings for service now.",Tech Support Scam
"iodine americium wedge and need funds, help Maine out.",Romance Scam
Immediate payment be requi ebt today to avoid court.,Debt Collection Scam
You demand to transport the finances arsenic request by HR.,Workplace Harassment Scam
"The FBI be after you for fraud, sal raud, earnings the fine Beaver State human face arrest.",Fake Law Enforcement Scam
You demand to transportation the funds arsenic bespeak past HR.,Workplace Harassment Scam
direct Maine the money Beaver State I'll portion your icon online.,Extortion Scam
"You owe taxes, salary instantly to avoid legal consequences.",Fake Law Enforcement Scam
"Your computing device HA angstrom uni  unit virus, remuneration for service now.",Tech Support Scam
"The FBI be after you for fraud, sala for fraud, remuneration the mulct or face arrest.",Fake Law Enforcement Scam
You need to transfer the pecuniary resource atomic number 33 bespeak by HR.,Workplace Harassment Scam
"The Federal Bureau of Investigation be after you for u for fraud, pay the mulct or human face arrest.",Fake Law Enforcement Scam
